vehiculo,anio,estado,promedio_calificacion,n_resenas
Acura MDX w/Technology Package,2023,Nuevo,3.47,81
Acura MDX 3.5L,2019,Usado,3.47,602
BMW i8 Base,2020,BMW Certified,3.47,222
BMW X7 xDrive40i,2023,Nuevo,3.47,723
BMW X6 M Base,2021,Usado,3.47,213
Chevrolet Silverado 1500 Limited RST,2022,Nuevo,3.47,416
Dodge Charger R/T,2022,Nuevo,3.47,379
Hyundai Sonata Hybrid SEL,2023,Nuevo,3.47,121
Hyundai Santa Fe HEV Limited,2023,Nuevo,3.47,490
Hyundai Santa Fe Calligraphy,2022,Usado,3.47,269
Hyundai Santa Fe SEL,2023,Nuevo,3.47,741
INFINITI QX80 Base,2017,Usado,3.47,387
INFINITI Q50 SENSORY,2023,Nuevo,3.47,48
INFINITI QX50 Base,2016,Usado,3.47,639
Lexus GX 460 Luxury,2023,Nuevo,3.47,244
Mercedes-Benz EQS 450 Base 4MATIC,2023,Nuevo,3.47,15
Mercedes-Benz AMG GLA 45 Base,2023,Nuevo,3.47,550
Mercedes-Benz GLE 350 Base,2023,Nuevo,3.47,298
Porsche 911 Carrera,2020,Porsche Certified,3.47,50
Tesla Model S 70D,2015,Usado,3.47,674
Tesla Model 3 Performance,2022,Usado,3.47,59
Tesla Model S Long Range,2021,Usado,3.47,107
Acura TLX A-Spec,2023,Nuevo,3.46,19
Acura MDX 3.5L w/Technology Package,2018,Usado,3.46,413
Acura TLX A-Spec,2023,Nuevo,3.46,118
BMW X5 xDrive40i,2023,Nuevo,3.46,305
Chevrolet Tahoe Premier,2023,Nuevo,3.46,85
Chevrolet Corvette Stingray w/3LT,2023,Nuevo,3.46,568
Dodge Challenger SRT8,2009,Usado,3.46,209
Dodge Challenger GT,2021,Usado,3.46,148
Dodge Durango SXT,2022,Nuevo,3.46,391
Hyundai Tucson SE,2019,Usado,3.46,582
INFINITI Q50 Premium,2015,Usado,3.46,649
INFINITI QX80 Luxe,2023,Nuevo,3.46,443
Lexus LX 570 ,2010,Usado,3.46,254
Lexus ES 350 Luxury,2020,Usado,3.46,46
Mercedes-Benz Sprinter 2500 High Roof,2023,Nuevo,3.46,747
Mercedes-Benz Sprinter 2500 High Roof,2023,Nuevo,3.46,354
Porsche Macan S,2021,Porsche Certified,3.46,122
Tesla Model Y Long Range,2021,Usado,3.46,622
Acura MDX 3.5L,2018,Usado,3.45,314
Acura TLX FWD,2018,Usado,3.45,531
Acura TLX A-Spec,2020,Acura Certified,3.45,696
BMW 330 i xDrive,2018,Usado,3.45,615
BMW 428 i SULEV,2016,Usado,3.45,635
Chevrolet Suburban 1500 LTZ,2015,Usado,3.45,513
Chevrolet Traverse LT Cloth,2021,Usado,3.45,586
Dodge Durango R/T,2022,Usado,3.45,672
Hyundai Santa Cruz 2.5T SEL Premium,2022,Usado,3.45,411
Hyundai Sonata Limited 2.0T,2018,Usado,3.45,51
Hyundai Elantra SEL,2023,Nuevo,3.45,565
Hyundai IONIQ 5 SEL,2023,Nuevo,3.45,228
INFINITI Q50 LUXE,2023,Usado,3.45,141
INFINITI G37x Base,2013,Usado,3.45,52
INFINITI QX50 Journey,2014,Usado,3.45,146
Lexus IS 200t Base,2017,Usado,3.45,187
Lexus ES 350 Base,2014,Usado,3.45,322
Lexus LX 570 570,2019,Usado,3.45,702
Lexus RX 500h F SPORT PERFORMANCE,2023,Nuevo,3.45,153
Mercedes-Benz GLS 450 4MATIC,2023,Nuevo,3.45,371
Mercedes-Benz AMG GT 53 Base,2022,Nuevo,3.45,233
Porsche Macan Base,2020,Usado,3.45,356
Tesla Model 3 Standard Range Plus,2020,Usado,3.45,12
Tesla Model X Plaid,2022,Usado,3.45,171
Acura ILX Base,2020,Acura Certified,3.44,440
Acura RDX A-Spec,2021,Usado,3.44,27
Acura RDX Base,2021,Usado,3.44,559
BMW X6 xDrive35i,2016,Usado,3.44,105
BMW 320 i,1983,Usado,3.44,591
Chevrolet Equinox 1LT,2022,Nuevo,3.44,567
Chevrolet Colorado LT,2021,Usado,3.44,566
Chevrolet Silverado 1500 LTZ,2023,Nuevo,3.44,587
Dodge Challenger R/T,2018,Usado,3.44,195
Ford Ranger ,2023,Nuevo,3.44,103
Ford Bronco Base,2023,Nuevo,3.44,41
Hyundai Kona N Line,2023,Nuevo,3.44,257
Hyundai Elantra GT Base,2018,Usado,3.44,438
INFINITI QX50 SENSORY,2022,Nuevo,3.44,749
Mercedes-Benz GLA 250 Base 4MATIC,2023,Nuevo,3.44,530
Tesla Model 3 Standard Range Plus,2020,Usado,3.44,217
Tesla Model 3 Standard Range Plus,2020,Usado,3.44,649
Acura RDX Advance Package,2017,Usado,3.43,630
Chevrolet Corvette ,1987,Usado,3.43,426
Dodge Dakota Sport,2000,Usado,3.43,347
Dodge Durango Citadel,2021,Usado,3.43,63
Dodge Charger SXT,2020,Dodge Certified,3.43,217
Dodge Charger SRT Hellcat Widebody,2022,Nuevo,3.43,216
Ford F-150 Platinum,2023,Nuevo,3.43,607
Hyundai Veloster Base,2012,Usado,3.43,425
INFINITI QX60 Luxe,2023,Nuevo,3.43,741
INFINITI QX80 PREMIUM SELECT,2023,Nuevo,3.43,324
Lexus RC 350 F Sport,2021,Usado,3.43,570
Mercedes-Benz AMG SL 63 SL 63 AMG 4MATIC,2022,Nuevo,3.43,128
Porsche Panamera E-Hybrid S,2015,Usado,3.43,210
Porsche Taycan Base,2022,Usado,3.43,249
Porsche 911 Carrera S,2010,Usado,3.43,59
Acura RDX Base,2022,Acura Certified,3.42,342
Acura RDX A-Spec,2020,Acura Certified,3.42,21
Acura MDX Advance,2023,Nuevo,3.42,60
BMW M8 Competition,2023,Nuevo,3.42,133
BMW M4 Competition xDrive,2023,Nuevo,3.42,689
BMW X5 M50i,2023,Nuevo,3.42,231
BMW X2 xDrive28i,2019,BMW Certified,3.42,161
Chevrolet Blazer RS,2022,Nuevo,3.42,41
Chevrolet Camaro LT1,2023,Nuevo,3.42,198
Chevrolet Tahoe Premier,2021,Chevrolet Certified,3.42,428
Dodge Challenger SXT,2023,Nuevo,3.42,208
Dodge Charger SXT,2016,Usado,3.42,149
Hyundai Tucson Hybrid Limited,2022,Nuevo,3.42,124
Hyundai Kona SE,2023,Nuevo,3.42,239
Hyundai Sonata SEL,2023,Nuevo,3.42,61
Lexus ES 330 ,2005,Usado,3.42,692
Lexus RX 350 ,2017,Usado,3.42,35
Tesla Model 3 Standard Range,2019,Usado,3.42,151
Tesla Model 3 Long Range,2019,Usado,3.42,487
Tesla Model S 85,2014,Usado,3.42,575
Tesla Model 3 Mid Range,2018,Usado,3.42,404
Acura RDX Technology Package,2015,Usado,3.41,177
Acura RDX Technology Package,2020,Acura Certified,3.41,613
Acura Integra A-Spec Technology,2023,Nuevo,3.41,368
BMW 540 i xDrive,2023,Nuevo,3.41,6
BMW X3 M Base (A8),2020,Usado,3.41,369
BMW X5 M Base,2023,Nuevo,3.41,359
Chevrolet Tahoe RST,2023,Nuevo,3.41,604
Chevrolet Silverado 1500 Custom,2022,Chevrolet Certified,3.41,411
Dodge Challenger R/T Scat Pack Widebody,2020,Usado,3.41,42
Dodge Challenger R/T Scat Pack,2022,Nuevo,3.41,388
Ford F-350 XL,2022,Nuevo,3.41,11
Ford F-350 Lariat Super Duty,2022,Nuevo,3.41,267
Ford Bronco ,2023,Nuevo,3.41,507
Ford Mustang Mach 1,2022,Nuevo,3.41,572
Hyundai Santa Fe SEL,2023,Usado,3.41,163
Hyundai Tucson Limited,2018,Usado,3.41,366
Hyundai Santa Fe SEL 2.4,2020,Usado,3.41,429
Hyundai Sonata SE,2015,Usado,3.41,244
INFINITI QX56 Base,2012,Usado,3.41,209
Lexus CT 200h Base,2017,Usado,3.41,673
Lexus IS 300 ,2023,Nuevo,3.41,546
Mercedes-Benz GLS 450 4MATIC,2023,Nuevo,3.41,122
Porsche Cayenne S,2020,Usado,3.41,290
Porsche Panamera Base,2017,Usado,3.41,581
Tesla Model 3 Long Range,2020,Usado,3.41,371
Acura RDX A-Spec,2022,Usado,3.4,181
Acura RDX Advance Package,2019,Usado,3.4,238
Acura MDX w/Advance Package,2023,Nuevo,3.4,620
BMW X4 M40i,2023,Nuevo,3.4,90
Chevrolet Camaro 1LT,2023,Nuevo,3.4,494
Chevrolet Blazer 2LT,2022,Nuevo,3.4,721
Chevrolet Malibu LT,2022,Nuevo,3.4,87
Chevrolet Silverado 1500 LT,2022,Nuevo,3.4,734
Dodge Durango GT Plus,2022,Nuevo,3.4,114
Dodge Ram 1500 Laramie,2011,Usado,3.4,14
Ford F-150 ,2022,Nuevo,3.4,32
Ford Mustang GT Premium,2020,Usado,3.4,423
Hyundai Sonata SE,2023,Nuevo,3.4,202
Hyundai Palisade Limited,2023,Nuevo,3.4,149
INFINITI QX80 PREMIUM SELECT,2021,Usado,3.4,143
INFINITI QX55 LUXE,2023,Nuevo,3.4,575
Mercedes-Benz AMG GLE 63 S,2023,Nuevo,3.4,161
Porsche 911 Carrera S,2016,Usado,3.4,70
Porsche Taycan 4S,2022,Usado,3.4,360
Tesla Model S Long Range,2020,Usado,3.4,559
Acura TLX Technology,2023,Nuevo,3.39,82
Acura Integra A-Spec Technology,2023,Nuevo,3.39,591
Dodge Durango R/T,2023,Nuevo,3.39,652
Dodge Durango GT,2018,Usado,3.39,464
Dodge Durango SXT,2018,Usado,3.39,590
Ford Bronco Sport Big Bend,2022,Nuevo,3.39,40
Ford Expedition King Ranch,2022,Nuevo,3.39,255
Hyundai Tucson Hybrid Limited,2023,Nuevo,3.39,15
Hyundai Palisade SE,2020,Usado,3.39,729
INFINITI QX60 Luxe,2020,INFINITI Certified,3.39,683
Lexus GX 460 Base,2019,Usado,3.39,545
Porsche Taycan Cross Turismo 4,2022,Porsche Certified,3.39,15
Porsche Macan Base,2019,Porsche Certified,3.39,700
Acura MDX 3.5L w/Technology Package,2017,Usado,3.38,687
Acura RDX A-Spec,2020,Usado,3.38,313
Acura MDX 3.5L w/Technology Package,2020,Usado,3.38,388
Acura MDX Advance,2023,Nuevo,3.38,761
BMW X5 xDrive40i,2023,Nuevo,3.38,314
BMW X6 xDrive35i,2016,Usado,3.38,153
Chevrolet Silverado 1500 LT Trail Boss,2023,Nuevo,3.38,685
Chevrolet Colorado LT,2022,Nuevo,3.38,357
Dodge Challenger R/T,2022,Nuevo,3.38,205
Dodge Challenger SXT,2012,Usado,3.38,10
Ford F-150 XLT,2022,Nuevo,3.38,12
Hyundai Palisade Calligraphy,2023,Nuevo,3.38,361
INFINITI QX80 Luxe,2020,Usado,3.38,722
Lexus RX 350 Base,2017,Usado,3.38,437
Lexus GX 460 Base,2023,Nuevo,3.38,552
Mercedes-Benz S-Class S 580 4MATIC,2022,Nuevo,3.38,31
Mercedes-Benz GLE 350 Base 4MATIC,2023,Nuevo,3.38,729
Porsche Cayenne Base,2023,Usado,3.38,647
Porsche 911 Carrera S,2018,Porsche Certified,3.38,423
Acura MDX 3.5L w/Technology Package,2020,Usado,3.37,784
Acura MDX w/Technology Package,2023,Nuevo,3.37,320
BMW 228 Gran Coupe i xDrive,2023,Nuevo,3.37,137
Chevrolet Silverado 3500 LT,2023,Nuevo,3.37,696
Dodge Challenger R/T Scat Pack,2022,Nuevo,3.37,493
Dodge Challenger GT,2022,Nuevo,3.37,720
Dodge Challenger R/T Scat Pack,2022,Nuevo,3.37,338
Dodge Challenger R/T,2023,Nuevo,3.37,333
Ford Expedition XLT,2023,Nuevo,3.37,367
INFINITI Q60 3.0t Red Sport 400,2022,Nuevo,3.37,687
Lexus LX 600 F SPORT,2023,Nuevo,3.37,458
Lexus RX 350 350,2017,Usado,3.37,341
Mercedes-Benz Sprinter 2500 High Roof,2023,Nuevo,3.37,203
Mercedes-Benz GLC 300 Base,2021,Nuevo,3.37,732
Mercedes-Benz GLS 450 4MATIC,2023,Nuevo,3.37,102
Mercedes-Benz Sprinter 2500 144 WB,2022,Usado,3.37,703
Porsche Cayenne ,2023,Usado,3.37,463
Porsche 911 Turbo,2004,Usado,3.37,49
Porsche Macan ,2022,Porsche Certified,3.37,616
Porsche 911 Carrera S,2009,Usado,3.37,269
Tesla Model Y Long Range,2022,Usado,3.37,596
Acura TL 3.7,2009,Usado,3.36,270
BMW 430 i xDrive,2023,Nuevo,3.36,404
BMW 340 i xDrive,2018,Usado,3.36,464
BMW 540 i xDrive,2019,Usado,3.36,369
Chevrolet Tahoe LS,2023,Nuevo,3.36,265
Chevrolet Corvette Stingray w/2LT,2023,Nuevo,3.36,57
Chevrolet Silverado 1500 LTZ,2022,Nuevo,3.36,99
Dodge Challenger SRT Hellcat,2022,Usado,3.36,304
Dodge Durango R/T,2022,Nuevo,3.36,524
INFINITI QX80 PREMIUM SELECT,2022,INFINITI Certified,3.36,334
Lexus LC 500 Base,2022,Usado,3.36,525
Mercedes-Benz GLB 250 Base 4MATIC,2022,Nuevo,3.36,495
Porsche Macan Base,2022,Porsche Certified,3.36,47
Porsche Macan Base,2021,Porsche Certified,3.36,750
Tesla Model 3 Standard Range Plus,2021,Usado,3.36,164
Acura TLX Tech,2015,Usado,3.35,507
Acura RDX Advance Package,2021,Acura Certified,3.35,526
BMW 530 i,2017,Usado,3.35,417
Chevrolet Blazer RS,2019,Usado,3.35,423
Dodge Challenger SXT,2023,Nuevo,3.35,237
Dodge Challenger SRT Hellcat,2021,Usado,3.35,151
Ford F-250 XL,2022,Nuevo,3.35,353
INFINITI QX80 PREMIUM SELECT,2023,Nuevo,3.35,73
Lexus ES 350 Base,2023,Nuevo,3.35,404
Lexus RX 350L Premium,2018,Usado,3.35,10
Lexus ES 350 Luxury,2019,Usado,3.35,381
Mercedes-Benz AMG SL 63 Base,2022,Nuevo,3.35,359
Mercedes-Benz GLC 300 Base,2021,Nuevo,3.35,666
Porsche Cayenne Turbo,2020,Porsche Certified,3.35,100
Porsche 911 Turbo S,2018,Usado,3.35,402
Porsche Cayenne Base,2019,Usado,3.35,513
Porsche Taycan 4S,2020,Usado,3.35,122
Tesla Model Y Long Range,2021,Usado,3.35,632
Tesla Model S Long Range Plus,2020,Usado,3.35,161
Acura TSX Base (A5),2004,Usado,3.34,229
Acura Integra w/A-Spec Tech Package,2023,Nuevo,3.34,778
BMW X3 xDrive30i,2023,Nuevo,3.34,59
BMW 430 i xDrive,2022,Usado,3.34,103
BMW X5 PHEV xDrive45e,2023,Nuevo,3.34,237
Chevrolet Malibu 1LT,2016,Usado,3.34,133
Dodge Avenger SXT,2009,Usado,3.34,723
Dodge Charger GT,2020,Usado,3.34,42
Dodge Avenger SE,2013,Usado,3.34,737
Ford Bronco Big Bend,2022,Nuevo,3.34,94
Ford Mustang ECOBOOST FASTBACK,2022,Nuevo,3.34,379
Hyundai Santa Fe SEL,2023,Nuevo,3.34,148
Hyundai Elantra N Base,2023,Nuevo,3.34,446
Hyundai Equus Signature,2014,Usado,3.34,172
Hyundai Santa Fe XRT,2023,Nuevo,3.34,622
Hyundai Sonata SE,2013,Usado,3.34,354
Lexus LS 500 Base,2022,Nuevo,3.34,663
Mercedes-Benz GLC 300 4MATIC Coupe,2023,Nuevo,3.34,436
Porsche Cayenne S,2004,Usado,3.34,212
Porsche Macan S,2016,Usado,3.34,669
Acura TLX Tech,2015,Usado,3.33,300
Acura TLX V6 Technology & A-Spec,2019,Usado,3.33,194
BMW M3 Competition xDrive,2022,Usado,3.33,75
BMW 650 Gran Coupe i,2017,Usado,3.33,654
Chevrolet Suburban RST,2023,Nuevo,3.33,788
Dodge Challenger R/T,2022,Nuevo,3.33,561
Dodge Durango SXT,2022,Nuevo,3.33,712
Dodge Charger SXT,2020,Usado,3.33,472
Ford F-150 Lariat,2023,Nuevo,3.33,76
Ford Maverick XLT,2023,Nuevo,3.33,493
INFINITI QX60 Pure,2019,Usado,3.33,439
INFINITI QX60 Luxe,2020,Usado,3.33,475
Porsche 911 Carrera,2014,Usado,3.33,641
Tesla Model 3 Long Range,2018,Usado,3.33,393
Acura MDX 3.5L w/Advance Package,2017,Usado,3.32,63
Acura TLX Technology,2019,Usado,3.32,99
Acura MDX w/A-Spec Package,2023,Nuevo,3.32,784
BMW 328d Base,2014,Usado,3.32,314
Chevrolet Silverado 1500 LT Trail Boss,2023,Nuevo,3.32,145
Chevrolet Suburban High Country,2023,Nuevo,3.32,291
Chevrolet Corvette Stingray w/2LT,2023,Nuevo,3.32,294
Dodge Charger R/T,2022,Nuevo,3.32,160
Dodge Ram 3500 Laramie,2011,Usado,3.32,102
Hyundai Tucson Limited,2022,Usado,3.32,695
INFINITI QX50 Base,2017,Usado,3.32,613
Lexus LX 570 LX 570,2019,Usado,3.32,466
Lexus IS 350 F Sport,2021,Usado,3.32,770
Mercedes-Benz Sprinter 2500 144 WB Standard Roof Crew,2023,Nuevo,3.32,603
Mercedes-Benz EQS 450 Base 4MATIC,2023,Nuevo,3.32,670
Mercedes-Benz EQB 350 350,2023,Nuevo,3.32,67
Mercedes-Benz S-Class S 500 4MATIC,2023,Nuevo,3.32,684
Porsche Cayenne S,2016,Usado,3.32,400
Tesla Model X 90D,2016,Usado,3.32,589
Tesla Model 3 Long Range,2018,Usado,3.32,233
Tesla Model 3 Long Range,2018,Usado,3.32,655
Acura ILX Base,2019,Usado,3.31,226
Acura MDX 3.7L Advance,2013,Usado,3.31,516
BMW M4 Competition xDrive,2023,Nuevo,3.31,377
BMW M550 i xDrive,2019,Usado,3.31,598
Chevrolet Silverado 2500 High Country,2022,Nuevo,3.31,558
Dodge Durango R/T,2022,Nuevo,3.31,715
Dodge Durango SXT,2020,Dodge Certified,3.31,577
Ford Mustang Mach 1,2022,Nuevo,3.31,298
Hyundai Palisade SEL,2020,Usado,3.31,250
Hyundai Palisade SEL,2020,Usado,3.31,225
INFINITI QX80 Luxe,2019,Usado,3.31,45
Lexus RX 350h Premium,2023,Nuevo,3.31,436
Lexus GX 460 Base,2015,Usado,3.31,368
Mercedes-Benz E-Class E 350 4MATIC,2023,Nuevo,3.31,193
Mercedes-Benz AMG GLE 53 Base,2023,Nuevo,3.31,333
Porsche Macan GTS,2021,Usado,3.31,410
Tesla Model S P85D,2015,Usado,3.31,622
Acura MDX Sport Hybrid 3.0L w/Advance Package,2020,Acura Certified,3.3,63
BMW M235 Gran Coupe i xDrive,2021,Usado,3.3,250
BMW 330e iPerformance,2018,Usado,3.3,658
Chevrolet Suburban LT,2018,Usado,3.3,721
Chevrolet Colorado WT,2022,Nuevo,3.3,82
Ford F-150 Platinum,2023,Nuevo,3.3,433
Hyundai Palisade XRT,2023,Nuevo,3.3,596
Hyundai Santa Fe Limited,2022,Usado,3.3,453
INFINITI Q50 3.0t LUXE,2020,Usado,3.3,308
INFINITI QX80 Luxe,2022,Nuevo,3.3,689
INFINITI QX60 LUXE,2023,Nuevo,3.3,277
Lexus LC 500 Base,2022,Nuevo,3.3,271
Lexus GX 460 Base,2018,Usado,3.3,428
Lexus IS 300 Base,2019,Usado,3.3,9
Lexus ES 350 Base,2017,Usado,3.3,749
Lexus GX 460 Base,2021,Usado,3.3,584
Mercedes-Benz GLA 250 Base 4MATIC,2023,Nuevo,3.3,455
Mercedes-Benz C-Class C 300 4MATIC,2023,Nuevo,3.3,365
Porsche Cayenne Platinum Edition,2022,Usado,3.3,20
BMW 530 530i xDrive,2022,Nuevo,3.29,666
Chevrolet Malibu LT,2023,Nuevo,3.29,202
Chevrolet Silverado 1500 LT,2014,Usado,3.29,69
Chevrolet Corvette ,2008,Usado,3.29,77
Ford F-250 XLT,2022,Nuevo,3.29,65
Ford Explorer King Ranch,2023,Nuevo,3.29,174
Hyundai Kona SEL,2023,Nuevo,3.29,666
Hyundai Genesis 3.8,2016,Usado,3.29,150
Hyundai Santa Fe SEL,2022,Usado,3.29,11
Hyundai Tucson Ultimate,2021,Usado,3.29,66
Lexus ES 350 Luxury,2023,Nuevo,3.29,268
Lexus LC 500 Base,2023,Nuevo,3.29,157
Lexus IS 350 F Sport,2021,Usado,3.29,779
Lexus NX 300 300,2020,Usado,3.29,195
Lexus GX 460 Luxury,2017,Usado,3.29,568
Lexus RX 350 ,2018,Usado,3.29,721
Mercedes-Benz AMG SL 63 Base,2022,Nuevo,3.29,462
Mercedes-Benz EQE 350 Base 4MATIC,2023,Nuevo,3.29,491
Porsche Panamera 4S,2022,Porsche Certified,3.29,475
Tesla Model Y Performance,2020,Usado,3.29,545
Tesla Model X P90D,2016,Usado,3.29,312
Tesla Model S Performance,2013,Usado,3.29,736
Acura MDX A-Spec,2023,Nuevo,3.28,130
Acura RDX Technology Package,2021,Usado,3.28,5
Acura Integra A-Spec Technology,2023,Nuevo,3.28,313
BMW X3 sDrive30i,2022,Usado,3.28,10
Chevrolet Traverse LT Cloth,2023,Nuevo,3.28,76
Chevrolet Blazer 2LT,2023,Nuevo,3.28,565
Chevrolet Bolt EUV Premier,2023,Nuevo,3.28,285
Chevrolet Suburban Premier,2017,Usado,3.28,140
Dodge Challenger R/T,2022,Nuevo,3.28,796
Hyundai Kona EV SEL,2021,Usado,3.28,736
Hyundai Palisade Calligraphy,2023,Nuevo,3.28,170
INFINITI QX60 Luxe,2019,Usado,3.28,649
Mercedes-Benz AMG GLE 63 S,2023,Nuevo,3.28,12
Mercedes-Benz Sprinter 2500 High Roof,2023,Nuevo,3.28,381
Mercedes-Benz E-Class E 350,2022,Nuevo,3.28,401
Tesla Model S 90D,2017,Usado,3.28,25
BMW 750 i,2014,Usado,3.27,297
Hyundai Elantra SEL,2021,Usado,3.27,481
INFINITI QX30 ESSENTIAL,2018,Usado,3.27,380
INFINITI Q60 3.0t Red Sport 400,2018,Usado,3.27,798
INFINITI QX80 SENSORY,2023,Nuevo,3.27,654
INFINITI QX50 Base,2017,Usado,3.27,578
Lexus LC 500 Base,2019,Usado,3.27,656
Mercedes-Benz S-Class S 580 4MATIC,2023,Nuevo,3.27,41
Porsche Taycan Base,2022,Usado,3.27,332
Porsche Cayenne Base,2019,Usado,3.27,503
Porsche Cayenne Base,2021,Usado,3.27,176
Porsche Macan Base,2021,Usado,3.27,668
Tesla Model 3 Long Range,2020,Usado,3.27,61
Tesla Model 3 Long Range,2018,Usado,3.27,388
Acura TLX A-Spec,2022,Acura Certified,3.26,284
Acura MDX 3.5L w/Technology Package,2019,Usado,3.26,191
Acura MDX 3.5L,2017,Usado,3.26,28
Acura MDX 3.5L w/Technology Package,2018,Usado,3.26,728
BMW 760 760i xDrive,2023,Nuevo,3.26,172
Chevrolet Suburban Premier,2018,Usado,3.26,49
Hyundai Kona EV Limited,2021,Usado,3.26,364
Hyundai Kona N Line,2022,Usado,3.26,549
INFINITI Q60 LUXE,2022,Nuevo,3.26,168
INFINITI QX60 Base,2015,Usado,3.26,152
INFINITI QX55 ESSENTIAL,2023,Nuevo,3.26,613
Lexus CT 200h 200H,2012,Usado,3.26,462
Porsche Macan Base,2021,Porsche Certified,3.26,727
Porsche Macan Base,2021,Porsche Certified,3.26,728
Acura TLX Type S,2022,Nuevo,3.25,679
Acura MDX 3.5L,2015,Usado,3.25,517
BMW M340 i,2022,Usado,3.25,131
Chevrolet Silverado 2500 Custom,2023,Nuevo,3.25,518
Chevrolet Blazer 2LT,2023,Nuevo,3.25,69
Dodge Charger SXT,2020,Usado,3.25,633
Ford Expedition Max Limited,2019,Usado,3.25,692
Hyundai Sonata SE,2022,Nuevo,3.25,671
Hyundai Sonata SEL,2018,Usado,3.25,9
Lexus NX 350 Premium,2023,Nuevo,3.25,558
Lexus RX 350 F Sport,2020,Usado,3.25,590
Mercedes-Benz Sprinter 2500 Standard Roof,2022,Nuevo,3.25,585
Porsche Cayenne 4dr Tiptronic,2006,Usado,3.25,396
Porsche Cayenne Base,2016,Usado,3.25,360
Tesla Model 3 Long Range,2022,Usado,3.25,427
Tesla Model 3 Standard Range Plus,2019,Usado,3.25,397
Acura MDX 3.7L Technology,2010,Usado,3.24,126
Acura RDX Technology Package,2016,Usado,3.24,776
Acura MDX Technology,2022,Usado,3.24,185
Acura MDX A-Spec,2023,Nuevo,3.24,714
BMW X6 xDrive40i,2023,Nuevo,3.24,661
BMW M5 Base,2023,Nuevo,3.24,505
BMW M3 Base,2018,Usado,3.24,746
BMW 540 i xDrive,2018,Usado,3.24,151
Chevrolet Tahoe Z71,2023,Nuevo,3.24,315
Chevrolet Trailblazer LT,2021,Usado,3.24,214
Dodge Challenger R/T,2022,Nuevo,3.24,258
Ford F-350 XL,2022,Nuevo,3.24,343
Hyundai Venue SEL,2021,Usado,3.24,749
Lexus CT 200h Base,2014,Usado,3.24,695
Lexus ES 350 Base,2020,Usado,3.24,284
Mercedes-Benz S-Class S 580 4MATIC,2023,Nuevo,3.24,263
Mercedes-Benz GLC 300 Base 4MATIC,2022,Nuevo,3.24,567
Acura MDX 3.5L Technology & A-Spec Pkgs,2020,Usado,3.23,186
Acura MDX 3.5L w/Advance Package,2019,Usado,3.23,701
BMW 530 i xDrive,2022,Usado,3.23,47
BMW X5 M Base,2023,Nuevo,3.23,135
Dodge Charger Daytona R/T,2006,Usado,3.23,630
Ford Bronco Wildtrak,2023,Nuevo,3.23,534
INFINITI Q50 3.0t LUXE,2019,Usado,3.23,270
INFINITI M35 Base,2010,Usado,3.23,314
INFINITI QX80 SENSORY,2021,Usado,3.23,317
INFINITI QX55 ESSENTIAL,2023,Nuevo,3.23,174
Lexus ES 250 Luxury,2023,Nuevo,3.23,791
Mercedes-Benz S-Class S 580 4MATIC,2023,Nuevo,3.23,731
Mercedes-Benz S-Class S 580 4MATIC,2022,Nuevo,3.23,89
Porsche Macan Base,2023,Nuevo,3.23,155
Tesla Model 3 Standard Range Plus,2019,Usado,3.23,179
Tesla Model Y Long Range,2021,Usado,3.23,8
Tesla Model Y Long Range,2021,Usado,3.23,513
Tesla Model Y Long Range,2021,Usado,3.23,147
Tesla Model 3 Long Range,2022,Usado,3.23,43
Tesla Model Y Long Range,2021,Usado,3.23,757
Tesla Model 3 Long Range,2018,Usado,3.23,278
Acura TLX Technology,2018,Usado,3.22,522
BMW X2 sDrive28i,2022,Nuevo,3.22,353
BMW 530 i xDrive,2020,Usado,3.22,560
Chevrolet Silverado 1500 Custom,2022,Nuevo,3.22,456
Chevrolet Camaro 1LT,2023,Nuevo,3.22,757
Chevrolet Tahoe LT,2014,Usado,3.22,377
Dodge Charger R/T,2018,Usado,3.22,631
Dodge Grand Caravan SXT,2017,Usado,3.22,210
Dodge Charger R/T,2022,Nuevo,3.22,746
Ford Bronco Sport Big Bend,2022,Nuevo,3.22,502
Ford Maverick LARIAT,2023,Nuevo,3.22,240
Hyundai Palisade Calligraphy,2022,Usado,3.22,471
INFINITI QX50 Pure,2022,Nuevo,3.22,400
Lexus NX 350 Base,2023,Nuevo,3.22,85
Lexus ES 300h Base,2013,Usado,3.22,426
Mercedes-Benz GLS 450 4MATIC,2023,Nuevo,3.22,765
Porsche 911 Carrera 4S Cabriolet,2009,Usado,3.22,704
Tesla Model 3 Mid Range,2019,Usado,3.22,34
Tesla Model Y Long Range,2021,Usado,3.22,116
Tesla Model 3 Standard Range Plus,2021,Usado,3.22,388
Acura RLX Technology Package,2018,Usado,3.21,645
Acura MDX 3.5L w/Technology Package,2020,Acura Certified,3.21,446
BMW 750 i,2019,Usado,3.21,459
BMW M6 Gran Coupe,2014,Usado,3.21,703
BMW 530e iPerformance,2019,BMW Certified,3.21,81
Chevrolet Camaro 1LT,2023,Nuevo,3.21,338
Chevrolet Camaro SS,2023,Usado,3.21,653
Chevrolet Express 3500 LT,2019,Usado,3.21,110
Chevrolet Bolt EUV LT,2022,Nuevo,3.21,681
Dodge Durango R/T,2020,Usado,3.21,797
Dodge Durango GT,2018,Usado,3.21,363
Ford Bronco Sport Outer Banks,2022,Nuevo,3.21,659
INFINITI QX80 Base,2018,Usado,3.21,290
